No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,AQI_Category
14551,2014,10,28,6,45.0,64.0,2.0,38.0,900.0,6.0,1.7,1019.7,0.2,0.0,WNW,0.9,Huairou,2014-10-28 06:00:00,Buruk
14552,2014,10,28,7,47.0,69.0,2.0,41.0,1000.0,2.0,3.3,1020.1,1.3,0.0,WNW,0.6,Huairou,2014-10-28 07:00:00,Buruk
14553,2014,10,28,8,47.0,70.0,2.0,39.0,1000.0,4.0,7.2,1020.2,2.1,0.0,NNE,0.4,Huairou,2014-10-28 08:00:00,Buruk
14554,2014,10,28,9,51.0,77.0,5.0,39.0,1000.0,9.0,10.0,1019.5,0.8,0.0,SSE,1.3,Huairou,2014-10-28 09:00:00,Buruk
14555,2014,10,28,10,52.0,84.0,12.0,42.0,1100.0,18.0,11.2,1019.0,1.7,0.0,S,1.4,Huairou,2014-10-28 10:00:00,Buruk
14556,2014,10,28,11,48.0,88.0,20.0,47.0,1200.0,28.0,12.1,1017.9,1.7,0.0,ESE,2.1,Huairou,2014-10-28 11:00:00,Buruk
14557,2014,10,28,12,51.0,80.0,19.0,42.0,1000.0,40.0,12.2,1016.8,1.8,0.0,S,2.0,Huairou,2014-10-28 12:00:00,Buruk
14558,2014,10,28,13,49.0,74.0,18.0,40.0,900.0,48.0,12.9,1016.5,2.4,0.0,SW,1.9,Huairou,2014-10-28 13:00:00,Buruk
14559,2014,10,28,14,56.0,92.0,19.0,51.0,900.0,44.0,12.9,1016.2,2.1,0.0,SSW,1.2,Huairou,2014-10-28 14:00:00,Sangat Buruk
14560,2014,10,28,15,65.0,109.0,21.0,64.0,900.0,44.0,12.6,1016.0,2.2,0.0,SW,1.0,Huairou,2014-10-28 15:00:00,Sangat Buruk
14561,2014,10,28,16,72.0,115.0,21.0,81.0,1000.0,31.0,11.9,1015.8,2.6,0.0,ENE,0.7,Huairou,2014-10-28 16:00:00,Sangat Buruk
14562,2014,10,28,17,76.0,119.0,18.0,90.0,1000.0,23.0,11.0,1015.9,3.0,0.0,N,1.2,Huairou,2014-10-28 17:00:00,Sangat Buruk
14563,2014,10,28,18,80.0,134.0,16.0,105.0,1200.0,9.0,10.2,1016.5,4.3,0.0,WNW,1.2,Huairou,2014-10-28 18:00:00,Sangat Buruk
14564,2014,10,28,19,87.0,150.0,15.0,114.0,1300.0,2.0,9.9,1016.4,4.1,0.0,WNW,1.1,Huairou,2014-10-28 19:00:00,Sangat Buruk
14565,2014,10,28,20,93.0,152.0,10.0,100.0,1400.0,2.0,9.0,1016.5,4.0,0.0,WNW,0.7,Huairou,2014-10-28 20:00:00,Sangat Buruk
14566,2014,10,28,21,94.0,135.0,7.0,96.0,1400.0,2.0,7.7,1016.5,4.3,0.0,W,0.7,Huairou,2014-10-28 21:00:00,Sangat Buruk
14567,2014,10,28,22,88.0,128.0,5.0,87.0,1300.0,2.0,7.2,1016.2,3.1,0.0,ENE,0.8,Huairou,2014-10-28 22:00:00,Sangat Buruk
14568,2014,10,28,23,87.0,111.0,4.0,72.0,1100.0,3.0,7.5,1016.2,4.3,0.0,WNW,0.8,Huairou,2014-10-28 23:00:00,Sangat Buruk
14569,2014,10,29,0,79.0,99.0,3.0,56.0,1000.0,10.0,7.8,1016.1,4.6,0.0,WNW,1.1,Huairou,2014-10-29 00:00:00,Sangat Buruk
14570,2014,10,29,1,77.0,93.0,3.0,51.0,900.0,10.0,7.4,1016.0,4.2,0.0,WNW,1.1,Huairou,2014-10-29 01:00:00,Sangat Buruk
14571,2014,10,29,2,74.0,90.0,3.0,51.0,900.0,9.0,6.7,1015.5,3.5,0.0,WNW,1.2,Huairou,2014-10-29 02:00:00,Sangat Buruk
14572,2014,10,29,3,72.0,87.0,2.0,42.0,800.0,13.0,5.2,1015.4,3.2,0.0,WNW,0.7,Huairou,2014-10-29 03:00:00,Sangat Buruk
14573,2014,10,29,4,70.0,87.0,2.0,40.0,800.0,11.0,4.9,1015.5,3.1,0.0,ENE,0.5,Huairou,2014-10-29 04:00:00,Sangat Buruk
14578,2014,10,29,9,79.0,102.0,2.0,46.0,1100.0,4.0,11.8,1016.4,4.3,0.0,SE,1.4,Huairou,2014-10-29 09:00:00,Sangat Buruk
14579,2014,10,29,10,90.0,124.0,8.0,57.0,1100.0,8.0,13.1,1016.2,3.7,0.0,SE,1.0,Huairou,2014-10-29 10:00:00,Sangat Buruk
14580,2014,10,29,11,89.0,121.0,20.0,46.0,900.0,33.0,14.6,1015.2,2.5,0.0,ENE,1.1,Huairou,2014-10-29 11:00:00,Sangat Buruk
14581,2014,10,29,12,84.0,106.0,20.0,42.0,800.0,57.0,15.5,1014.5,1.6,0.0,SW,1.7,Huairou,2014-10-29 12:00:00,Sangat Buruk
14582,2014,10,29,13,72.0,100.0,23.0,36.0,800.0,83.0,16.7,1013.9,0.7,0.0,S,1.8,Huairou,2014-10-29 13:00:00,Sangat Buruk
14583,2014,10,29,14,70.0,96.0,25.0,31.0,700.0,98.0,15.8,1013.7,1.1,0.0,SW,1.9,Huairou,2014-10-29 14:00:00,Sangat Buruk
14584,2014,10,29,15,71.0,91.0,22.0,26.0,700.0,110.0,15.0,1013.9,1.8,0.0,SSW,1.2,Huairou,2014-10-29 15:00:00,Sangat Buruk
14585,2014,10,29,16,80.0,119.0,21.0,37.0,800.0,104.0,14.1,1014.0,2.6,0.0,SSW,0.8,Huairou,2014-10-29 16:00:00,Sangat Buruk
14586,2014,10,29,17,83.0,121.0,19.0,57.0,900.0,83.0,11.8,1014.3,4.7,0.0,WNW,1.6,Huairou,2014-10-29 17:00:00,Sangat Buruk
14587,2014,10,29,18,95.0,142.0,15.0,81.0,1300.0,51.0,10.6,1014.3,4.1,0.0,WNW,1.4,Huairou,2014-10-29 18:00:00,Sangat Buruk
14588,2014,10,29,19,111.0,173.0,9.0,106.0,1700.0,18.0,10.3,1014.3,4.2,0.0,NW,0.8,Huairou,2014-10-29 19:00:00,Sangat Buruk
14589,2014,10,29,20,123.0,145.0,8.0,84.0,1400.0,24.0,10.0,1014.7,4.8,0.0,SSE,0.6,Huairou,2014-10-29 20:00:00,Sangat Buruk
14590,2014,10,29,21,104.0,130.0,9.0,58.0,1200.0,40.0,10.2,1014.9,4.8,0.0,E,0.8,Huairou,2014-10-29 21:00:00,Sangat Buruk
14591,2014,10,29,22,100.0,123.0,8.0,48.0,1100.0,45.0,10.1,1014.8,5.5,0.0,ESE,0.5,Huairou,2014-10-29 22:00:00,Sangat Buruk
14592,2014,10,29,23,95.0,107.0,8.0,38.0,1000.0,50.0,9.9,1014.6,5.5,0.0,NE,0.7,Huairou,2014-10-29 23:00:00,Sangat Buruk
14593,2014,10,30,0,91.0,105.0,7.0,34.0,1000.0,50.0,9.9,1014.4,6.4,0.0,SW,0.7,Huairou,2014-10-30 00:00:00,Sangat Buruk
14594,2014,10,30,1,96.0,113.0,6.0,36.0,1100.0,37.0,10.0,1014.4,6.0,0.0,WSW,0.6,Huairou,2014-10-30 01:00:00,Sangat Buruk
14595,2014,10,30,2,106.0,131.0,8.0,66.0,1200.0,2.0,10.1,1014.0,5.9,0.0,WNW,0.6,Huairou,2014-10-30 02:00:00,Sangat Buruk
14596,2014,10,30,3,106.0,126.0,6.0,57.0,1000.0,4.0,10.0,1013.6,5.8,0.0,NNW,0.9,Huairou,2014-10-30 03:00:00,Sangat Buruk
14597,2014,10,30,4,100.0,103.0,5.0,36.0,900.0,26.0,9.8,1013.5,6.3,0.0,W,0.6,Huairou,2014-10-30 04:00:00,Sangat Buruk
14598,2014,10,30,5,94.0,105.0,5.0,33.0,900.0,28.0,9.7,1013.6,6.6,0.0,WNW,0.9,Huairou,2014-10-30 05:00:00,Sangat Buruk
14599,2014,10,30,6,94.0,103.0,4.0,35.0,900.0,24.0,9.7,1013.9,6.4,0.0,WNW,0.9,Huairou,2014-10-30 06:00:00,Sangat Buruk
14600,2014,10,30,7,97.0,113.0,5.0,50.0,1100.0,11.0,9.8,1014.7,7.9,0.1,ESE,0.5,Huairou,2014-10-30 07:00:00,Sangat Buruk
14601,2014,10,30,8,98.0,127.0,4.0,50.0,1100.0,8.0,11.0,1014.9,8.6,0.0,ESE,0.5,Huairou,2014-10-30 08:00:00,Sangat Buruk
14602,2014,10,30,9,98.0,125.0,3.0,41.0,1100.0,10.0,11.7,1014.9,8.5,0.0,SSW,0.8,Huairou,2014-10-30 09:00:00,Sangat Buruk
14603,2014,10,30,10,108.0,134.0,3.0,48.0,1200.0,7.0,12.9,1014.8,7.8,0.0,NW,0.6,Huairou,2014-10-30 10:00:00,Sangat Buruk
14604,2014,10,30,11,119.0,128.0,6.0,61.0,1500.0,10.0,14.0,1014.3,7.1,0.0,SSE,1.2,Huairou,2014-10-30 11:00:00,Sangat Buruk
14605,2014,10,30,12,136.0,150.0,15.0,58.0,1500.0,34.0,14.3,1013.4,7.1,0.1,SE,0.6,Huairou,2014-10-30 12:00:00,Sangat Buruk
14606,2014,10,30,13,147.0,157.0,18.0,61.0,1500.0,45.0,14.8,1012.8,6.4,0.0,ESE,0.8,Huairou,2014-10-30 13:00:00,Sangat Buruk
14607,2014,10,30,14,152.0,158.0,18.0,65.0,1500.0,51.0,14.9,1012.3,6.7,0.0,E,2.1,Huairou,2014-10-30 14:00:00,Sangat Buruk
14608,2014,10,30,15,159.0,176.0,25.0,67.0,1400.0,64.0,14.7,1012.4,6.3,0.0,ESE,0.6,Huairou,2014-10-30 15:00:00,Sangat Buruk
14609,2014,10,30,16,158.0,169.0,43.0,57.0,1400.0,75.0,13.6,1012.3,7.8,0.0,WNW,0.9,Huairou,2014-10-30 16:00:00,Sangat Buruk
14610,2014,10,30,17,154.0,167.0,32.0,50.0,1400.0,76.0,12.7,1012.8,8.2,0.0,NW,0.9,Huairou,2014-10-30 17:00:00,Sangat Buruk
14611,2014,10,30,18,162.0,192.0,21.0,79.0,1600.0,42.0,12.2,1013.3,8.5,0.0,WNW,1.5,Huairou,2014-10-30 18:00:00,Sangat Buruk
14612,2014,10,30,19,187.0,213.0,15.0,87.0,1900.0,31.0,11.6,1013.6,8.3,0.0,WNW,1.4,Huairou,2014-10-30 19:00:00,Sangat Buruk
14613,2014,10,30,20,183.0,205.0,11.0,79.0,1900.0,24.0,11.5,1013.8,7.6,0.0,WNW,0.8,Huairou,2014-10-30 20:00:00,Sangat Buruk
14614,2014,10,30,21,177.0,179.0,8.0,61.0,1800.0,25.0,10.7,1014.3,7.8,0.0,WNW,1.9,Huairou,2014-10-30 21:00:00,Sangat Buruk
14615,2014,10,30,22,165.0,165.0,7.0,54.0,1800.0,26.0,10.6,1014.0,7.8,0.1,ESE,0.5,Huairou,2014-10-30 22:00:00,Sangat Buruk
14616,2014,10,30,23,147.0,149.0,8.0,32.0,1700.0,42.0,10.2,1013.6,8.1,0.0,ESE,0.5,Huairou,2014-10-30 23:00:00,Sangat Buruk
14617,2014,10,31,0,136.0,136.0,5.0,27.0,1700.0,38.0,9.3,1013.4,8.1,0.0,WNW,1.0,Huairou,2014-10-31 00:00:00,Sangat Buruk
14618,2014,10,31,1,131.0,131.0,3.0,31.0,1700.0,27.0,9.5,1013.3,7.6,0.0,NW,0.5,Huairou,2014-10-31 01:00:00,Sangat Buruk
14619,2014,10,31,2,123.0,123.0,4.0,22.0,1600.0,37.0,9.6,1012.8,7.7,0.0,WNW,1.1,Huairou,2014-10-31 02:00:00,Sangat Buruk
14620,2014,10,31,3,116.0,116.0,5.0,19.0,1500.0,39.0,9.8,1012.6,7.6,0.0,ENE,0.6,Huairou,2014-10-31 03:00:00,Sangat Buruk
14621,2014,10,31,4,108.0,108.0,4.0,18.0,1500.0,36.0,9.7,1012.4,6.8,0.0,SSE,0.4,Huairou,2014-10-31 04:00:00,Sangat Buruk
14622,2014,10,31,5,98.0,98.0,4.0,26.0,1400.0,30.0,10.0,1012.4,7.1,0.0,W,1.1,Huairou,2014-10-31 05:00:00,Sangat Buruk
14623,2014,10,31,6,101.0,101.0,3.0,22.0,1400.0,30.0,10.1,1012.4,6.8,0.0,W,0.8,Huairou,2014-10-31 06:00:00,Sangat Buruk
14624,2014,10,31,7,92.0,92.0,4.0,23.0,1300.0,31.0,10.9,1012.8,7.6,0.0,N,0.6,Huairou,2014-10-31 07:00:00,Sangat Buruk
14625,2014,10,31,8,87.0,87.0,5.0,34.0,1300.0,24.0,11.8,1013.0,7.3,0.0,W,1.2,Huairou,2014-10-31 08:00:00,Sangat Buruk
14626,2014,10,31,9,86.0,86.0,7.0,33.0,1400.0,31.0,13.0,1013.0,8.5,0.0,WSW,1.7,Huairou,2014-10-31 09:00:00,Sangat Buruk
14627,2014,10,31,10,98.0,98.0,9.0,51.0,2000.0,16.0,13.9,1012.6,8.7,0.0,SW,1.3,Huairou,2014-10-31 10:00:00,Sangat Buruk
14628,2014,10,31,11,117.0,117.0,22.0,70.0,3200.0,14.0,13.9,1011.9,8.9,0.0,WSW,0.9,Huairou,2014-10-31 11:00:00,Sangat Buruk
14629,2014,10,31,12,132.0,132.0,23.0,83.0,3300.0,10.0,14.1,1011.2,8.9,0.0,W,0.9,Huairou,2014-10-31 12:00:00,Sangat Buruk
14630,2014,10,31,13,122.0,138.0,24.0,79.0,3000.0,17.0,14.1,1010.7,9.5,0.0,WSW,0.1,Huairou,2014-10-31 13:00:00,Sangat Buruk
14631,2014,10,31,14,131.0,158.0,21.0,85.0,3000.0,14.0,14.0,1010.1,10.0,0.0,SE,1.1,Huairou,2014-10-31 14:00:00,Sangat Buruk
14632,2014,10,31,15,137.0,169.0,14.0,89.0,3000.0,10.0,13.9,1009.9,9.9,0.0,SE,0.0,Huairou,2014-10-31 15:00:00,Sangat Buruk
14633,2014,10,31,16,151.0,165.0,14.0,97.0,2900.0,7.0,13.3,1009.3,11.2,0.0,NE,0.7,Huairou,2014-10-31 16:00:00,Sangat Buruk
14634,2014,10,31,17,151.0,168.0,9.0,98.0,2900.0,2.0,12.2,1009.7,10.9,0.0,WNW,1.2,Huairou,2014-10-31 17:00:00,Sangat Buruk
14635,2014,10,31,18,151.0,184.0,7.0,102.0,3100.0,2.0,12.0,1010.1,10.7,0.0,NW,1.1,Huairou,2014-10-31 18:00:00,Sangat Buruk
14636,2014,10,31,19,157.0,187.0,6.0,100.0,3200.0,2.0,12.0,1010.6,10.9,0.0,WNW,0.9,Huairou,2014-10-31 19:00:00,Sangat Buruk
14637,2014,10,31,20,163.0,181.0,6.0,98.0,3300.0,2.0,12.0,1010.0,10.9,0.0,WNW,0.9,Huairou,2014-10-31 20:00:00,Sangat Buruk
14638,2014,10,31,21,157.0,172.0,6.0,95.0,3100.0,2.0,12.2,1011.0,10.9,0.0,W,0.7,Huairou,2014-10-31 21:00:00,Sangat Buruk
14639,2014,10,31,22,155.0,175.0,6.0,94.0,3100.0,2.0,11.7,1011.0,10.8,0.0,WNW,1.0,Huairou,2014-10-31 22:00:00,Sangat Buruk
14640,2014,10,31,23,152.0,152.0,5.0,89.0,3000.0,2.0,10.6,1009.0,10.1,0.0,E,1.1,Huairou,2014-10-31 23:00:00,Sangat Buruk
14641,2014,11,1,0,146.0,146.0,3.0,79.0,3100.0,2.0,9.9,1014.0,9.9,0.0,N,0.6,Huairou,2014-11-01 00:00:00,Sangat Buruk
14642,2014,11,1,1,155.0,167.0,3.0,67.0,3200.0,2.0,8.6,1011.0,8.6,0.0,WNW,1.2,Huairou,2014-11-01 01:00:00,Sangat Buruk
14643,2014,11,1,2,138.0,142.0,2.0,57.0,2700.0,2.0,7.9,1012.0,7.9,0.0,NNW,1.2,Huairou,2014-11-01 02:00:00,Sangat Buruk
14644,2014,11,1,3,127.0,127.0,2.0,56.0,2300.0,2.0,6.9,1012.0,6.9,0.0,W,1.4,Huairou,2014-11-01 03:00:00,Sangat Buruk
14645,2014,11,1,4,113.0,113.0,2.0,53.0,2300.0,2.0,6.5,1012.0,6.5,0.0,SE,1.5,Huairou,2014-11-01 04:00:00,Sangat Buruk
14646,2014,11,1,5,108.0,108.0,2.0,50.0,2500.0,2.0,6.0,1008.0,6.0,0.0,WNW,0.8,Huairou,2014-11-01 05:00:00,Sangat Buruk
14647,2014,11,1,6,93.0,93.0,2.0,48.0,2100.0,2.0,5.0,1011.0,5.0,0.0,NW,1.9,Huairou,2014-11-01 06:00:00,Sangat Buruk
14648,2014,11,1,7,79.0,79.0,2.0,47.0,1900.0,2.0,5.1,1009.0,4.4,0.0,N,1.2,Huairou,2014-11-01 07:00:00,Sangat Buruk
14649,2014,11,1,8,70.0,70.0,2.0,47.0,1800.0,2.0,5.9,1008.0,5.5,0.0,ESE,0.4,Huairou,2014-11-01 08:00:00,Sangat Buruk
14650,2014,11,1,9,61.0,77.0,2.0,56.0,1500.0,3.0,8.8,1006.0,7.1,0.0,SW,0.5,Huairou,2014-11-01 09:00:00,Sangat Buruk
14651,2014,11,1,10,71.0,71.0,2.0,55.0,1300.0,12.0,11.7,1011.0,6.2,0.0,E,0.8,Huairou,2014-11-01 10:00:00,Sangat Buruk
14652,2014,11,1,11,60.0,60.0,3.0,47.0,1100.0,25.0,13.9,1006.0,-3.0,0.0,WNW,3.0,Huairou,2014-11-01 11:00:00,Sangat Buruk
14653,2014,11,1,12,9.0,9.0,2.0,11.0,200.0,66.0,15.0,1011.0,-5.4,0.0,W,3.0,Huairou,2014-11-01 12:00:00,Sehat
14654,2014,11,1,13,3.0,5.0,2.0,9.0,200.0,71.0,15.4,1013.0,-5.1,0.0,WNW,1.6,Huairou,2014-11-01 13:00:00,Sehat
14655,2014,11,1,14,12.0,12.0,2.0,9.0,200.0,68.0,15.7,1008.0,-6.0,0.0,W,2.3,Huairou,2014-11-01 14:00:00,Sehat
14656,2014,11,1,15,7.0,7.0,2.0,11.0,200.0,66.0,15.3,1014.0,-6.9,0.0,NNW,2.1,Huairou,2014-11-01 15:00:00,Sehat
14657,2014,11,1,16,3.0,5.0,2.0,11.0,200.0,67.0,15.1,1013.0,-8.4,0.0,NW,3.9,Huairou,2014-11-01 16:00:00,Sehat
14658,2014,11,1,17,5.0,5.0,2.0,14.0,200.0,63.0,14.2,1010.0,-7.9,0.0,WNW,1.3,Huairou,2014-11-01 17:00:00,Sehat
14659,2014,11,1,18,6.0,16.0,2.0,29.0,300.0,48.0,12.2,1008.0,-6.3,0.0,S,0.6,Huairou,2014-11-01 18:00:00,Sehat
14660,2014,11,1,19,4.0,32.0,2.0,38.0,400.0,36.0,10.0,1010.0,-3.3,0.0,WNW,1.3,Huairou,2014-11-01 19:00:00,Sehat
14661,2014,11,1,20,14.0,56.0,2.0,37.0,500.0,26.0,9.0,1006.0,-3.2,0.0,WNW,1.8,Huairou,2014-11-01 20:00:00,Sedang
14662,2014,11,1,21,17.0,17.0,2.0,20.0,300.0,44.0,9.8,1008.0,-4.2,0.0,NW,2.6,Huairou,2014-11-01 21:00:00,Sedang
14663,2014,11,1,22,10.0,11.0,2.0,9.0,200.0,61.0,12.1,1008.0,-5.9,0.0,WNW,2.7,Huairou,2014-11-01 22:00:00,Sehat
14664,2014,11,1,23,3.0,16.0,2.0,5.0,100.0,67.0,11.2,1009.0,-7.1,0.0,WNW,4.0,Huairou,2014-11-01 23:00:00,Sehat
14665,2014,11,2,0,6.0,6.0,2.0,4.0,100.0,71.0,10.3,1012.0,-9.4,0.0,WNW,3.0,Huairou,2014-11-02 00:00:00,Sehat
14666,2014,11,2,1,3.0,5.0,2.0,4.0,100.0,74.0,10.4,1010.0,-11.6,0.0,NNW,4.1,Huairou,2014-11-02 01:00:00,Sehat
14667,2014,11,2,2,3.0,5.0,2.0,4.0,100.0,73.0,9.4,1010.0,-11.3,0.0,NW,3.5,Huairou,2014-11-02 02:00:00,Sehat
14668,2014,11,2,3,3.0,5.0,2.0,5.0,100.0,72.0,9.2,1010.0,-11.5,0.0,NW,3.2,Huairou,2014-11-02 03:00:00,Sehat
14669,2014,11,2,4,5.0,5.0,2.0,5.0,100.0,70.0,8.5,1012.0,-10.4,0.0,WNW,3.0,Huairou,2014-11-02 04:00:00,Sehat
14670,2014,11,2,5,3.0,8.0,2.0,6.0,100.0,68.0,8.3,1013.0,-9.6,0.0,NW,2.6,Huairou,2014-11-02 05:00:00,Sehat
14671,2014,11,2,6,3.0,9.0,2.0,6.0,100.0,66.0,7.5,1010.0,-9.0,0.0,WNW,2.5,Huairou,2014-11-02 06:00:00,Sehat
14672,2014,11,2,7,3.0,9.0,2.0,9.0,100.0,62.0,6.5,1010.0,-9.0,0.0,NW,3.0,Huairou,2014-11-02 07:00:00,Sehat
14673,2014,11,2,8,8.0,18.0,2.0,18.0,200.0,53.0,8.7,1011.0,-8.8,0.0,NNW,3.1,Huairou,2014-11-02 08:00:00,Sehat
14674,2014,11,2,9,6.0,6.0,2.0,9.0,100.0,61.0,10.4,1007.0,-8.3,0.0,W,2.6,Huairou,2014-11-02 09:00:00,Sehat
14675,2014,11,2,10,3.0,5.0,2.0,7.0,100.0,65.0,11.2,1009.0,-8.7,0.0,WNW,3.0,Huairou,2014-11-02 10:00:00,Sehat
14676,2014,11,2,11,10.0,10.0,2.0,7.0,100.0,67.0,12.2,1012.0,-10.8,0.0,NW,3.4,Huairou,2014-11-02 11:00:00,Sehat
14677,2014,11,2,12,7.0,7.0,2.0,7.0,100.0,68.0,13.5,1010.0,-11.1,0.0,WNW,3.6,Huairou,2014-11-02 12:00:00,Sehat
14678,2014,11,2,13,3.0,5.0,2.0,7.0,100.0,69.0,14.5,1013.0,-12.7,0.0,W,4.7,Huairou,2014-11-02 13:00:00,Sehat
14679,2014,11,2,14,3.0,5.0,2.0,6.0,100.0,70.0,14.8,1013.0,-13.4,0.0,NW,5.7,Huairou,2014-11-02 14:00:00,Sehat
14680,2014,11,2,15,3.0,12.0,2.0,7.0,100.0,69.0,15.2,1012.0,-14.1,0.0,NW,3.1,Huairou,2014-11-02 15:00:00,Sehat
14681,2014,11,2,16,6.0,6.0,2.0,8.0,100.0,69.0,14.7,1008.0,-14.5,0.0,NW,7.2,Huairou,2014-11-02 16:00:00,Sehat
14682,2014,11,2,17,3.0,7.0,2.0,10.0,100.0,66.0,13.7,1010.0,-14.3,0.0,NW,3.9,Huairou,2014-11-02 17:00:00,Sehat
14683,2014,11,2,18,6.0,17.0,2.0,25.0,200.0,51.0,12.5,1012.0,-13.5,0.0,NNE,0.7,Huairou,2014-11-02 18:00:00,Sehat
14684,2014,11,2,19,3.0,17.0,2.0,27.0,200.0,47.0,10.3,1012.0,-11.7,0.0,WNW,1.9,Huairou,2014-11-02 19:00:00,Sehat
14685,2014,11,2,20,6.0,12.0,2.0,15.0,200.0,57.0,10.4,1010.0,-12.3,0.0,WNW,1.2,Huairou,2014-11-02 20:00:00,Sehat
14686,2014,11,2,21,6.0,8.0,2.0,9.0,200.0,63.0,7.6,1009.0,-8.5,0.0,NW,0.9,Huairou,2014-11-02 21:00:00,Sehat
14687,2014,11,2,22,3.0,12.0,2.0,12.0,200.0,58.0,5.9,1008.0,-9.2,0.0,NW,1.1,Huairou,2014-11-02 22:00:00,Sehat
14689,2014,11,3,0,12.7,34.2,2.0,43.2,600.0,8.9,3.1,1013.0,-5.1,0.0,NNW,0.7,Huairou,2014-11-03 00:00:00,Sedang
14690,2014,11,3,1,20.0,20.0,2.0,29.0,600.0,19.0,2.4,1011.0,-4.6,0.0,WNW,0.5,Huairou,2014-11-03 01:00:00,Sedang
14691,2014,11,3,2,16.0,32.0,2.0,31.0,400.0,11.0,2.0,1010.0,-4.7,0.0,WNW,0.9,Huairou,2014-11-03 02:00:00,Sedang
14692,2014,11,3,3,9.0,17.0,2.0,30.0,500.0,8.0,1.4,1009.0,-3.9,0.0,NW,0.8,Huairou,2014-11-03 03:00:00,Sehat
14693,2014,11,3,4,10.0,13.0,2.0,19.0,300.0,23.0,0.5,1012.0,-5.1,0.0,NNW,0.6,Huairou,2014-11-03 04:00:00,Sehat
14694,2014,11,3,5,11.0,11.0,2.0,20.0,400.0,20.0,0.0,1009.0,-5.2,0.0,WNW,0.7,Huairou,2014-11-03 05:00:00,Sehat
14695,2014,11,3,6,10.0,11.0,2.0,22.0,400.0,15.0,-0.2,1011.0,-5.0,0.0,WSW,0.6,Huairou,2014-11-03 06:00:00,Sehat
14696,2014,11,3,7,8.0,17.0,2.0,34.0,300.0,6.0,-0.2,1006.0,-3.9,0.0,ESE,0.5,Huairou,2014-11-03 07:00:00,Sehat
14697,2014,11,3,8,6.0,21.0,2.0,33.0,500.0,8.0,2.6,1007.0,-3.7,0.0,ESE,0.5,Huairou,2014-11-03 08:00:00,Sehat
14698,2014,11,3,9,11.0,11.0,2.0,24.0,400.0,21.0,8.6,1010.0,-3.6,0.0,ESE,0.7,Huairou,2014-11-03 09:00:00,Sehat
14699,2014,11,3,10,9.0,17.0,2.0,18.0,300.0,32.0,12.2,1008.0,-5.8,0.0,ESE,1.4,Huairou,2014-11-03 10:00:00,Sehat
14700,2014,11,3,11,8.0,31.0,4.0,19.0,400.0,37.0,14.2,1007.0,-5.1,0.0,S,1.2,Huairou,2014-11-03 11:00:00,Sehat
14701,2014,11,3,12,14.0,23.0,8.0,15.0,300.0,52.0,16.9,1010.0,-6.2,0.0,S,4.5,Huairou,2014-11-03 12:00:00,Sedang
14702,2014,11,3,13,13.0,31.0,11.0,14.0,400.0,62.0,17.6,1007.0,-6.3,0.0,S,4.2,Huairou,2014-11-03 13:00:00,Sedang
14703,2014,11,3,14,21.0,29.0,9.0,19.0,400.0,66.0,18.8,1007.0,-6.1,0.0,SSW,3.4,Huairou,2014-11-03 14:00:00,Sedang
14704,2014,11,3,15,12.0,23.0,7.0,13.0,300.0,73.0,19.2,1010.0,-5.7,0.0,SW,2.9,Huairou,2014-11-03 15:00:00,Sehat
14705,2014,11,3,16,18.0,31.0,4.0,19.0,300.0,79.0,18.1,1008.0,-6.6,0.0,SSW,3.6,Huairou,2014-11-03 16:00:00,Sedang
14706,2014,11,3,17,19.0,40.0,4.0,24.0,300.0,84.0,12.0,1007.8,-8.5,0.0,WSW,1.4,Huairou,2014-11-03 17:00:00,Sedang
14707,2014,11,3,18,19.0,47.0,3.0,41.0,400.0,54.0,12.0,1009.0,-4.6,0.0,NNW,1.6,Huairou,2014-11-03 18:00:00,Sedang
14708,2014,11,3,19,19.0,70.0,4.0,47.0,500.0,41.0,9.1,1007.0,-3.5,0.0,NW,1.9,Huairou,2014-11-03 19:00:00,Sedang
14709,2014,11,3,20,28.0,90.0,4.0,85.0,1000.0,2.0,7.9,1008.0,-3.3,0.0,N,0.4,Huairou,2014-11-03 20:00:00,Sedang
14710,2014,11,3,21,41.0,82.0,3.0,70.0,1100.0,5.0,6.9,1003.0,-2.8,0.0,NW,1.0,Huairou,2014-11-03 21:00:00,Buruk
14711,2014,11,3,22,35.0,59.0,2.0,46.0,700.0,16.0,5.3,1008.0,-1.2,0.0,NW,1.0,Huairou,2014-11-03 22:00:00,Sedang
14712,2014,11,3,23,27.0,39.0,2.0,26.0,600.0,32.0,5.1,1006.0,-3.0,0.0,WNW,1.2,Huairou,2014-11-03 23:00:00,Sedang
14713,2014,11,4,0,23.0,34.0,2.0,17.0,500.0,40.0,4.1,1006.0,-2.5,0.0,NW,1.0,Huairou,2014-11-04 00:00:00,Sedang
14714,2014,11,4,1,23.0,32.0,2.0,15.0,400.0,39.0,3.2,1006.0,-2.1,0.0,NW,0.6,Huairou,2014-11-04 01:00:00,Sedang
14715,2014,11,4,2,20.0,32.0,2.0,13.0,400.0,39.0,2.6,1009.0,-1.9,0.0,SE,0.5,Huairou,2014-11-04 02:00:00,Sedang
